Crime ID,Date,Time,City,Location,Latitude,Longitude,Crime Type,Number of Crimes,Number of Arrests,Arrest Made,Severity
C1477,2024-04-03,15:10,Houston,Savage Underpass,29.7604,-95.3698,Theft,1,2,Arrest Made,Low
C1478,2023-10-08,08:25,San Antonio,Michelle Ramp,29.4241,-98.4936,Assault,1,2,Arrest Made,Medium
C1479,2024-08-17,00:39,Tulsa,Ross Hills,36.15398,-95.99277,Homicide,1,1,Arrest Made,High
C1480,2025-05-13,12:37,Tulsa,Susan Station,36.15398,-95.99277,Burglary,1,0,No Arrest,Medium
C1481,2025-02-23,16:32,Kansas City,Parks Expressway,39.0997,-94.5786,Homicide,1,1,Arrest Made,High
C1482,2023-10-18,17:27,Kansas City,Lopez Prairie,39.0997,-94.5786,Vandalism,1,2,Arrest Made,Low
C1483,2024-03-08,22:03,Austin,Morales Manor,30.2672,-97.7431,Fraud,1,1,Arrest Made,Medium
C1484,2024-05-02,19:02,Tulsa,Alexander Ridge,36.15398,-95.99277,Theft,1,1,Arrest Made,Low
C1485,2024-12-01,20:11,Houston,Gabriel Island,29.7604,-95.3698,Burglary,1,0,No Arrest,Medium
C1486,2023-09-17,00:38,San Antonio,Kennedy Cliff,29.4241,-98.4936,Fraud,1,1,Arrest Made,Medium
C1487,2024-11-14,18:19,Oklahoma City,Reynolds Ville,35.4676,-97.5164,Homicide,1,1,Arrest Made,High
C1488,2024-06-27,18:40,Little Rock,John Trafficway,34.7465,-92.2896,Drug Offense,1,0,No Arrest,Medium
C1489,2024-04-04,11:16,Tulsa,Bonilla Landing,36.15398,-95.99277,Assault,1,1,Arrest Made,Medium
C1490,2025-05-08,15:20,Tulsa,Dawn Camp,36.15398,-95.99277,Assault,1,2,Arrest Made,Medium
C1491,2025-03-01,18:23,Little Rock,Smith Tunnel,34.7465,-92.2896,Burglary,1,1,Arrest Made,Medium
C1492,2024-06-02,15:29,Oklahoma City,Isaac Estate,35.4676,-97.5164,Homicide,1,1,Arrest Made,High
C1493,2024-09-08,20:54,Austin,Joshua Villages,30.2672,-97.7431,Vandalism,1,2,Arrest Made,Low
C1494,2025-04-28,05:14,San Antonio,Newton Ridge,29.4241,-98.4936,Robbery,1,2,Arrest Made,High
C1495,2023-07-05,07:09,San Antonio,Jacobs Lake,29.4241,-98.4936,Fraud,1,1,Arrest Made,Medium
C1496,2024-11-28,09:26,Little Rock,Roger Park,34.7465,-92.2896,Burglary,1,0,No Arrest,Medium
C1497,2023-11-19,16:40,Oklahoma City,John Oval,35.4676,-97.5164,Burglary,1,0,No Arrest,Medium
C1498,2024-07-09,19:52,Tulsa,Pham Road,36.15398,-95.99277,Robbery,1,0,No Arrest,High
C1499,2025-05-20,08:52,Tulsa,Michelle Street,36.15398,-95.99277,Theft,1,0,No Arrest,Low
C1500,2025-06-09,20:30,San Antonio,Timothy Courts,29.4241,-98.4936,Assault,1,0,No Arrest,Medium
C1501,2024-11-13,11:41,San Antonio,Amber Turnpike,29.4241,-98.4936,Theft,1,2,Arrest Made,Low
C1502,2025-01-02,11:47,San Antonio,Misty Burgs,29.4241,-98.4936,Homicide,1,1,Arrest Made,High
C1503,2024-01-02,03:20,Oklahoma City,Walker Fort,35.4676,-97.5164,Assault,1,0,No Arrest,Medium
C1504,2023-10-07,21:50,San Antonio,Steven Terrace,29.4241,-98.4936,Vandalism,1,1,Arrest Made,Low
C1505,2023-08-02,07:37,Austin,Harrison Falls,30.2672,-97.7431,Homicide,1,1,Arrest Made,High
C1506,2023-10-24,01:46,Austin,Robert Stream,30.2672,-97.7431,Burglary,1,2,Arrest Made,Medium
C1507,2024-09-22,01:13,Little Rock,Mary Curve,34.7465,-92.2896,Robbery,1,1,Arrest Made,High
C1508,2023-06-26,11:46,Little Rock,Gates Meadows,34.7465,-92.2896,Drug Offense,1,1,Arrest Made,Medium
C1509,2024-10-29,21:51,Kansas City,Andrew Lane,39.0997,-94.5786,Robbery,1,2,Arrest Made,High
C1510,2024-05-14,07:16,Houston,Ramos Road,29.7604,-95.3698,Assault,1,2,Arrest Made,Medium
C1511,2023-08-29,11:42,Dallas,Martin Tunnel,32.7767,-96.797,Burglary,1,1,Arrest Made,Medium
C1512,2024-08-31,05:44,Little Rock,Stephen Key,34.7465,-92.2896,Fraud,1,2,Arrest Made,Medium
C1513,2024-11-05,13:35,Houston,Young Mews,29.7604,-95.3698,Vandalism,1,0,No Arrest,Low
C1514,2024-11-03,10:06,Oklahoma City,Munoz Extension,35.4676,-97.5164,Theft,1,0,No Arrest,Low
C1515,2024-05-29,03:38,Austin,Suarez Glens,30.2672,-97.7431,Fraud,1,2,Arrest Made,Medium
C1516,2023-12-12,21:09,Kansas City,Frank Loaf,39.0997,-94.5786,Burglary,1,2,Arrest Made,Medium
C1517,2024-01-01,17:29,San Antonio,Snyder Parks,29.4241,-98.4936,Vandalism,1,1,Arrest Made,Low
C1518,2024-05-13,03:02,Austin,Davis Shoal,30.2672,-97.7431,Fraud,1,2,Arrest Made,Medium
C1519,2024-12-13,19:20,Dallas,Steven Overpass,32.7767,-96.797,Theft,1,0,No Arrest,Low
C1520,2025-04-16,21:47,Dallas,Rodriguez Forks,32.7767,-96.797,Theft,1,0,No Arrest,Low
C1521,2024-10-14,12:03,Kansas City,Wendy Plaza,39.0997,-94.5786,Drug Offense,1,0,No Arrest,Medium
C1522,2024-10-22,20:49,Little Rock,Joseph Throughway,34.7465,-92.2896,Vandalism,1,0,No Arrest,Low
C1523,2025-02-10,10:07,Houston,Wiggins River,29.7604,-95.3698,Fraud,1,0,No Arrest,Medium
C1524,2024-07-16,13:33,Tulsa,Amanda Station,36.15398,-95.99277,Drug Offense,1,2,Arrest Made,Medium
C1525,2025-05-10,23:52,Kansas City,Ramirez Fall,39.0997,-94.5786,Robbery,1,0,No Arrest,High
C1526,2025-04-18,10:44,San Antonio,Renee Ranch,29.4241,-98.4936,Robbery,1,0,No Arrest,High
C1527,2024-07-18,10:43,Austin,Doris Falls,30.2672,-97.7431,Robbery,1,1,Arrest Made,High
C1528,2023-11-28,03:50,Little Rock,Beasley Motorway,34.7465,-92.2896,Burglary,1,0,No Arrest,Medium
C1529,2025-01-30,14:28,Little Rock,Tammie Locks,34.7465,-92.2896,Burglary,1,2,Arrest Made,Medium
C1530,2024-04-22,12:57,Houston,Nicholas Field,29.7604,-95.3698,Burglary,1,0,No Arrest,Medium
C1531,2025-01-04,06:48,Houston,Weber Rapids,29.7604,-95.3698,Fraud,1,2,Arrest Made,Medium
C1532,2023-10-13,11:19,Dallas,Sarah Village,32.7767,-96.797,Fraud,1,2,Arrest Made,Medium
C1533,2024-02-12,11:38,Dallas,Sarah Burgs,32.7767,-96.797,Drug Offense,1,2,Arrest Made,Medium
C1534,2024-07-15,07:37,Tulsa,Schmidt Hills,36.15398,-95.99277,Theft,1,0,No Arrest,Low
C1535,2025-02-27,14:58,Little Rock,Derrick Valley,34.7465,-92.2896,Drug Offense,1,2,Arrest Made,Medium
C1536,2024-01-29,06:52,Dallas,Gregory Canyon,32.7767,-96.797,Assault,1,2,Arrest Made,Medium
C1537,2024-03-16,17:28,Kansas City,Eric Oval,39.0997,-94.5786,Theft,1,2,Arrest Made,Low
C1538,2025-01-03,17:24,Austin,Sabrina Rest,30.2672,-97.7431,Burglary,1,1,Arrest Made,Medium
C1539,2024-07-13,13:55,Oklahoma City,Tammy Cliffs,35.4676,-97.5164,Drug Offense,1,2,Arrest Made,Medium
C1540,2025-03-19,08:21,San Antonio,Jesse Meadow,29.4241,-98.4936,Burglary,1,2,Arrest Made,Medium
C1541,2024-02-14,08:20,Oklahoma City,Morton Village,35.4676,-97.5164,Drug Offense,1,1,Arrest Made,Medium
C1542,2024-07-30,01:45,San Antonio,Ryan Forge,29.4241,-98.4936,Burglary,1,1,Arrest Made,Medium
C1543,2024-12-09,08:53,Kansas City,Wesley Trail,39.0997,-94.5786,Vandalism,1,2,Arrest Made,Low
C1544,2024-06-04,12:34,Tulsa,Keller Bypass,36.15398,-95.99277,Burglary,1,2,Arrest Made,Medium
C1545,2024-09-01,09:02,Kansas City,Alexandra Streets,39.0997,-94.5786,Robbery,1,0,No Arrest,High
C1546,2024-09-01,16:19,Oklahoma City,Laura Mountains,35.4676,-97.5164,Burglary,1,2,Arrest Made,Medium
C1547,2024-11-01,22:09,San Antonio,Joseph Freeway,29.4241,-98.4936,Burglary,1,0,No Arrest,Medium
C1548,2023-12-02,03:28,Little Rock,Cardenas Rapid,34.7465,-92.2896,Robbery,1,1,Arrest Made,High
C1549,2023-11-27,23:48,Houston,Erica Greens,29.7604,-95.3698,Robbery,1,0,No Arrest,High
C1550,2025-01-12,18:33,Little Rock,Anne Views,34.7465,-92.2896,Burglary,1,1,Arrest Made,Medium
C1551,2023-07-09,10:43,Tulsa,Carpenter Extensions,36.15398,-95.99277,Homicide,1,1,Arrest Made,High
C1552,2024-05-08,22:58,Austin,Bethany Mountain,30.2672,-97.7431,Assault,1,2,Arrest Made,Medium
C1553,2025-03-24,04:12,Houston,Ellen Island,29.7604,-95.3698,Theft,1,0,No Arrest,Low
C1554,2024-04-16,10:52,Kansas City,Evans Loaf,39.0997,-94.5786,Vandalism,1,0,No Arrest,Low
C1555,2024-06-07,18:32,Kansas City,Olivia Pine,39.0997,-94.5786,Fraud,1,2,Arrest Made,Medium
C1556,2025-06-10,02:12,Austin,Mary Falls,30.2672,-97.7431,Drug Offense,1,1,Arrest Made,Medium
C1557,2024-03-03,20:40,Kansas City,Hill Skyway,39.0997,-94.5786,Burglary,1,0,No Arrest,Medium
C1558,2024-02-17,10:47,Tulsa,Torres Stravenue,36.15398,-95.99277,Assault,1,1,Arrest Made,Medium
C1559,2023-12-04,04:47,Tulsa,Peterson Ramp,36.15398,-95.99277,Burglary,1,2,Arrest Made,Medium
C1560,2024-06-04,22:02,Kansas City,Mcknight Square,39.0997,-94.5786,Assault,1,2,Arrest Made,Medium
C1561,2025-02-18,18:19,Oklahoma City,Gill Expressway,35.4676,-97.5164,Homicide,1,1,Arrest Made,High
C1562,2023-11-22,04:21,Houston,Hernandez Mount,29.7604,-95.3698,Homicide,1,1,Arrest Made,High
C1563,2024-01-03,10:23,Kansas City,Palmer Crossroad,39.0997,-94.5786,Robbery,1,2,Arrest Made,High
C1564,2024-08-28,06:09,Dallas,Townsend Ridges,32.7767,-96.797,Assault,1,0,No Arrest,Medium
C1565,2023-09-11,22:26,Oklahoma City,Olson Landing,35.4676,-97.5164,Assault,1,1,Arrest Made,Medium
C1566,2024-04-26,05:41,San Antonio,William Rest,29.4241,-98.4936,Assault,1,0,No Arrest,Medium
C1567,2025-03-17,12:50,Oklahoma City,Michelle Stravenue,35.4676,-97.5164,Assault,1,0,No Arrest,Medium
C1568,2024-04-11,05:17,Kansas City,Hannah Square,39.0997,-94.5786,Burglary,1,1,Arrest Made,Medium
C1569,2024-04-06,18:56,Austin,Frost Center,30.2672,-97.7431,Robbery,1,1,Arrest Made,High
C1570,2024-01-21,20:43,Tulsa,Davis Crescent,36.15398,-95.99277,Assault,1,0,No Arrest,Medium
C1571,2024-10-07,08:13,Kansas City,John Ports,39.0997,-94.5786,Burglary,1,0,No Arrest,Medium
C1572,2023-11-06,04:07,Dallas,Richard Trace,32.7767,-96.797,Robbery,1,0,No Arrest,High
C1573,2023-11-30,20:57,Houston,Wilson Ports,29.7604,-95.3698,Theft,1,2,Arrest Made,Low
C1574,2023-10-04,17:56,Dallas,Stevens Walk,32.7767,-96.797,Drug Offense,1,2,Arrest Made,Medium
C1575,2025-03-23,15:39,Houston,Kelly Courts,29.7604,-95.3698,Drug Offense,1,1,Arrest Made,Medium
C1576,2024-02-15,18:54,Kansas City,Hayden Pike,39.0997,-94.5786,Burglary,1,2,Arrest Made,Medium
C1577,2023-12-27,20:48,Tulsa,Harris Parkway,36.15398,-95.99277,Vandalism,1,1,Arrest Made,Low
C1578,2024-11-03,09:13,Houston,Robert Haven,29.7604,-95.3698,Theft,1,2,Arrest Made,Low
C1579,2025-04-02,14:41,Little Rock,Jennings Burgs,34.7465,-92.2896,Theft,1,0,No Arrest,Low
C1580,2024-09-16,20:48,Dallas,Martin Manor,32.7767,-96.797,Fraud,1,1,Arrest Made,Medium
C1581,2024-11-18,04:15,Oklahoma City,Ashley Burg,35.4676,-97.5164,Drug Offense,1,0,No Arrest,Medium
C1582,2025-04-09,03:36,San Antonio,Amanda Fields,29.4241,-98.4936,Theft,1,0,No Arrest,Low
C1583,2024-04-28,04:22,Austin,Scott Vista,30.2672,-97.7431,Vandalism,1,0,No Arrest,Low
C1584,2024-10-08,21:54,Kansas City,Morris Square,39.0997,-94.5786,Assault,1,0,No Arrest,Medium
C1585,2024-12-22,19:42,San Antonio,Stacie Mount,29.4241,-98.4936,Burglary,1,2,Arrest Made,Medium
C1586,2024-05-14,09:54,Little Rock,Barry Land,34.7465,-92.2896,Burglary,1,2,Arrest Made,Medium
C1587,2024-10-27,22:25,Dallas,Danielle Circles,32.7767,-96.797,Homicide,1,1,Arrest Made,High
C1588,2024-07-11,21:05,Houston,Gonzalez Fork,29.7604,-95.3698,Drug Offense,1,0,No Arrest,Medium
C1589,2024-05-12,17:54,Austin,Cunningham View,30.2672,-97.7431,Theft,1,2,Arrest Made,Low
C1590,2024-07-17,07:30,Houston,Collins Shore,29.7604,-95.3698,Vandalism,1,1,Arrest Made,Low
C1591,2024-05-09,06:57,Kansas City,Jason Square,39.0997,-94.5786,Burglary,1,0,No Arrest,Medium
C1592,2024-10-24,16:20,Little Rock,Matthew Parks,34.7465,-92.2896,Robbery,1,1,Arrest Made,High
C1593,2025-03-22,13:30,Dallas,Thompson Walk,32.7767,-96.797,Fraud,1,2,Arrest Made,Medium
C1594,2024-06-04,17:34,Austin,Barron River,30.2672,-97.7431,Burglary,1,0,No Arrest,Medium
C1595,2025-01-10,22:15,Kansas City,Roberto Fall,39.0997,-94.5786,Drug Offense,1,2,Arrest Made,Medium
C1596,2024-02-12,13:00,Dallas,Alice Key,32.7767,-96.797,Assault,1,1,Arrest Made,Medium
C1597,2023-07-31,06:40,Austin,Williams Coves,30.2672,-97.7431,Burglary,1,0,No Arrest,Medium
C1598,2025-04-08,16:33,Dallas,Erica Overpass,32.7767,-96.797,Drug Offense,1,1,Arrest Made,Medium
C1599,2024-10-12,03:14,Little Rock,Eric Vista,34.7465,-92.2896,Theft,1,1,Arrest Made,Low
C1600,2023-07-13,10:34,Houston,Howard Via,29.7604,-95.3698,Assault,1,2,Arrest Made,Medium
C1601,2024-11-01,20:49,San Antonio,Moran Falls,29.4241,-98.4936,Robbery,1,0,No Arrest,High
C1602,2024-07-08,04:58,Dallas,Evans Burg,32.7767,-96.797,Homicide,1,1,Arrest Made,High
C1603,2024-01-02,23:30,San Antonio,Gonzalez Park,29.4241,-98.4936,Fraud,1,1,Arrest Made,Medium
C1604,2025-02-23,20:48,Oklahoma City,Harmon Place,35.4676,-97.5164,Theft,1,2,Arrest Made,Low
C1605,2025-02-07,00:19,Austin,Dunn Burgs,30.2672,-97.7431,Assault,1,1,Arrest Made,Medium
C1606,2025-01-10,15:17,San Antonio,Ward Hollow,29.4241,-98.4936,Drug Offense,1,1,Arrest Made,Medium
C1607,2025-05-22,01:25,Tulsa,Anthony Road,36.15398,-95.99277,Drug Offense,1,2,Arrest Made,Medium
C1608,2025-06-08,03:10,Tulsa,Aaron Burgs,36.15398,-95.99277,Homicide,1,1,Arrest Made,High
C1609,2023-09-01,22:46,Little Rock,Shelton Viaduct,34.7465,-92.2896,Burglary,1,0,No Arrest,Medium
C1610,2023-08-30,13:40,Oklahoma City,Reid Path,35.4676,-97.5164,Robbery,1,2,Arrest Made,High
C1611,2023-12-27,01:16,Tulsa,Devin Place,36.15398,-95.99277,Fraud,1,1,Arrest Made,Medium
C1612,2023-11-30,03:08,Tulsa,Bonnie Landing,36.15398,-95.99277,Vandalism,1,1,Arrest Made,Low
C1613,2025-06-02,00:42,Kansas City,Patrick Isle,39.0997,-94.5786,Drug Offense,1,1,Arrest Made,Medium
C1614,2025-01-13,02:33,San Antonio,Gregory Highway,29.4241,-98.4936,Burglary,1,2,Arrest Made,Medium
C1615,2024-02-03,16:32,Little Rock,Morse Burg,34.7465,-92.2896,Theft,1,0,No Arrest,Low
C1616,2023-08-27,03:55,Tulsa,Anthony Mountains,36.15398,-95.99277,Assault,1,1,Arrest Made,Medium
C1617,2023-12-19,11:33,Dallas,Gonzales Shore,32.7767,-96.797,Homicide,1,1,Arrest Made,High
C1618,2023-11-13,09:32,Tulsa,Kerri Forges,36.15398,-95.99277,Theft,1,0,No Arrest,Low
C1619,2024-04-02,10:02,Kansas City,Martinez Alley,39.0997,-94.5786,Burglary,1,1,Arrest Made,Medium
C1620,2024-08-10,19:52,Dallas,Brian Loop,32.7767,-96.797,Theft,1,0,No Arrest,Low
C1621,2024-01-25,20:50,Dallas,Dean Hill,32.7767,-96.797,Theft,1,1,Arrest Made,Low
C1622,2023-11-24,22:09,Austin,Mary Mission,30.2672,-97.7431,Vandalism,1,0,No Arrest,Low
C1623,2024-06-08,00:42,Oklahoma City,Cory Ways,35.4676,-97.5164,Homicide,1,1,Arrest Made,High
C1624,2024-11-26,07:02,Austin,Strickland Bypass,30.2672,-97.7431,Assault,1,2,Arrest Made,Medium
C1625,2023-10-10,11:49,San Antonio,Daniel Rest,29.4241,-98.4936,Fraud,1,1,Arrest Made,Medium
C1626,2025-02-03,12:05,Dallas,Nguyen Ports,32.7767,-96.797,Assault,1,0,No Arrest,Medium
C1627,2024-12-06,09:01,Little Rock,Alicia Pines,34.7465,-92.2896,Vandalism,1,1,Arrest Made,Low
C1628,2025-04-16,07:21,Tulsa,John Pine,36.15398,-95.99277,Fraud,1,1,Arrest Made,Medium
C1629,2024-04-01,10:08,Kansas City,Smith Locks,39.0997,-94.5786,Fraud,1,2,Arrest Made,Medium
C1630,2024-03-10,22:27,Tulsa,Schmitt Vista,36.15398,-95.99277,Theft,1,1,Arrest Made,Low
C1631,2023-12-20,22:02,Oklahoma City,Martinez Hills,35.4676,-97.5164,Vandalism,1,0,No Arrest,Low
C1632,2024-01-14,22:42,Houston,Samuel Mall,29.7604,-95.3698,Drug Offense,1,0,No Arrest,Medium
C1633,2024-04-03,22:12,San Antonio,William Run,29.4241,-98.4936,Theft,1,0,No Arrest,Low
C1634,2023-08-18,03:44,San Antonio,Rice Brook,29.4241,-98.4936,Fraud,1,2,Arrest Made,Medium
C1635,2024-04-30,08:02,Houston,Hutchinson Route,29.7604,-95.3698,Fraud,1,1,Arrest Made,Medium
C1636,2024-07-10,11:21,San Antonio,Lucas Knoll,29.4241,-98.4936,Theft,1,1,Arrest Made,Low
C1637,2024-11-26,16:38,San Antonio,Blake Track,29.4241,-98.4936,Burglary,1,2,Arrest Made,Medium
C1638,2025-03-21,04:06,Austin,Sarah Knolls,30.2672,-97.7431,Drug Offense,1,0,No Arrest,Medium
C1639,2025-04-04,15:35,Little Rock,Martin Mills,34.7465,-92.2896,Assault,1,1,Arrest Made,Medium
C1640,2024-11-12,17:45,Houston,Clark Turnpike,29.7604,-95.3698,Vandalism,1,2,Arrest Made,Low
C1641,2023-07-10,00:19,Dallas,Desiree Ranch,32.7767,-96.797,Fraud,1,1,Arrest Made,Medium
C1642,2023-10-07,01:15,Oklahoma City,Lee Views,35.4676,-97.5164,Vandalism,1,0,No Arrest,Low
C1643,2024-11-26,19:43,Little Rock,White Roads,34.7465,-92.2896,Assault,1,0,No Arrest,Medium
C1644,2023-10-21,04:17,Dallas,John Ridges,32.7767,-96.797,Assault,1,2,Arrest Made,Medium
C1645,2024-06-26,20:08,Houston,Carla Pine,29.7604,-95.3698,Drug Offense,1,0,No Arrest,Medium
C1646,2024-01-22,22:09,Oklahoma City,Owens Isle,35.4676,-97.5164,Theft,1,0,No Arrest,Low
C1647,2024-08-21,00:43,Kansas City,Valencia Tunnel,39.0997,-94.5786,Homicide,1,1,Arrest Made,High
C1648,2024-02-27,00:30,Austin,Monica Crescent,30.2672,-97.7431,Drug Offense,1,1,Arrest Made,Medium
C1649,2025-03-20,20:53,Tulsa,Briggs Drive,36.15398,-95.99277,Burglary,1,0,No Arrest,Medium
C1650,2023-10-20,16:57,Dallas,Fisher Via,32.7767,-96.797,Robbery,1,2,Arrest Made,High
C1651,2024-05-13,20:05,Austin,Kristi Stream,30.2672,-97.7431,Fraud,1,2,Arrest Made,Medium
C1652,2024-07-04,06:43,Austin,Richardson Place,30.2672,-97.7431,Assault,1,0,No Arrest,Medium
C1653,2024-02-10,14:37,Kansas City,Paula Motorway,39.0997,-94.5786,Assault,1,2,Arrest Made,Medium
C1654,2023-08-12,14:04,Dallas,Jasmine Gardens,32.7767,-96.797,Drug Offense,1,1,Arrest Made,Medium
C1655,2023-07-08,10:02,Tulsa,Julia Grove,36.15398,-95.99277,Fraud,1,2,Arrest Made,Medium
C1656,2024-05-16,18:08,Oklahoma City,James Mews,35.4676,-97.5164,Burglary,1,1,Arrest Made,Medium
C1657,2024-09-15,08:17,Tulsa,Garza Valleys,36.15398,-95.99277,Vandalism,1,2,Arrest Made,Low
C1658,2024-07-16,02:59,Kansas City,Wilson Views,39.0997,-94.5786,Vandalism,1,1,Arrest Made,Low
C1659,2023-10-05,23:40,San Antonio,Montgomery Park,29.4241,-98.4936,Drug Offense,1,0,No Arrest,Medium
C1660,2024-08-31,10:32,Houston,Jennifer Pass,29.7604,-95.3698,Assault,1,2,Arrest Made,Medium
C1661,2024-03-15,14:25,Little Rock,Caleb Avenue,34.7465,-92.2896,Assault,1,2,Arrest Made,Medium
C1662,2023-06-28,20:15,San Antonio,Adam Trail,29.4241,-98.4936,Drug Offense,1,2,Arrest Made,Medium
C1663,2025-06-05,04:59,Oklahoma City,Carl Forge,35.4676,-97.5164,Fraud,1,0,No Arrest,Medium
C1664,2024-05-28,09:22,San Antonio,Greg Vista,29.4241,-98.4936,Assault,1,2,Arrest Made,Medium
C1665,2025-05-16,05:46,Houston,Myers Mountains,29.7604,-95.3698,Theft,1,2,Arrest Made,Low
C1666,2023-12-14,02:52,Austin,Kyle Summit,30.2672,-97.7431,Assault,1,2,Arrest Made,Medium
C1667,2023-07-23,12:28,Tulsa,Rodriguez Mill,36.15398,-95.99277,Drug Offense,1,1,Arrest Made,Medium
C1668,2025-05-06,11:22,Houston,Douglas Centers,29.7604,-95.3698,Homicide,1,1,Arrest Made,High
C1669,2023-12-27,21:15,Tulsa,Williams Roads,36.15398,-95.99277,Vandalism,1,0,No Arrest,Low
C1670,2025-05-18,10:32,Dallas,Christopher Manors,32.7767,-96.797,Robbery,1,1,Arrest Made,High
C1671,2024-11-29,07:48,Oklahoma City,Bryant Tunnel,35.4676,-97.5164,Robbery,1,0,No Arrest,High
C1672,2024-08-03,07:59,Tulsa,Matthew Village,36.15398,-95.99277,Drug Offense,1,0,No Arrest,Medium
C1673,2024-02-04,04:15,Dallas,Summers Cove,32.7767,-96.797,Robbery,1,1,Arrest Made,High
C1674,2023-09-23,15:30,Little Rock,Elizabeth Light,34.7465,-92.2896,Assault,1,1,Arrest Made,Medium
C1675,2024-04-23,02:17,Oklahoma City,Michelle Village,35.4676,-97.5164,Fraud,1,0,No Arrest,Medium
C1676,2025-05-22,18:17,Houston,Donna Road,29.7604,-95.3698,Theft,1,0,No Arrest,Low
C1677,2025-02-16,09:30,Dallas,Ortiz Centers,32.7767,-96.797,Homicide,1,1,Arrest Made,High
C1678,2023-06-13,10:13,Little Rock,Padilla Avenue,34.7465,-92.2896,Drug Offense,1,1,Arrest Made,Medium
C1679,2025-03-27,10:02,Houston,Cory Pike,29.7604,-95.3698,Homicide,1,1,Arrest Made,High
C1680,2023-08-31,19:22,Houston,Philip Groves,29.7604,-95.3698,Assault,1,1,Arrest Made,Medium
C1681,2025-03-16,21:04,Austin,Chelsea Creek,30.2672,-97.7431,Fraud,1,2,Arrest Made,Medium
C1682,2023-06-12,07:56,Kansas City,Sabrina Divide,39.0997,-94.5786,Homicide,1,1,Arrest Made,High
C1683,2023-10-10,16:22,Dallas,Moore Spur,32.7767,-96.797,Drug Offense,1,1,Arrest Made,Medium
C1684,2024-02-09,02:05,San Antonio,Smith Valley,29.4241,-98.4936,Theft,1,2,Arrest Made,Low
C1685,2025-02-24,20:18,Oklahoma City,Steven Manor,35.4676,-97.5164,Drug Offense,1,2,Arrest Made,Medium
C1686,2024-03-19,14:31,Austin,Young Island,30.2672,-97.7431,Vandalism,1,2,Arrest Made,Low
C1687,2023-12-31,21:21,Oklahoma City,Allen Wall,35.4676,-97.5164,Vandalism,1,2,Arrest Made,Low
C1688,2023-09-15,15:39,Austin,Bruce Pines,30.2672,-97.7431,Assault,1,0,No Arrest,Medium
C1689,2025-02-06,09:22,San Antonio,Gonzalez Glens,29.4241,-98.4936,Assault,1,0,No Arrest,Medium
C1690,2024-06-10,21:18,Kansas City,Montgomery Junction,39.0997,-94.5786,Vandalism,1,1,Arrest Made,Low
C1691,2023-10-25,09:38,Kansas City,Kim Island,39.0997,-94.5786,Fraud,1,0,No Arrest,Medium
C1692,2025-01-15,02:25,Houston,Douglas Mission,29.7604,-95.3698,Robbery,1,0,No Arrest,High
C1693,2023-08-13,13:28,San Antonio,Dixon Wells,29.4241,-98.4936,Burglary,1,2,Arrest Made,Medium
C1694,2024-10-10,14:30,Oklahoma City,Kevin Heights,35.4676,-97.5164,Vandalism,1,2,Arrest Made,Low
C1695,2024-07-02,19:26,Kansas City,Lynch Valley,39.0997,-94.5786,Fraud,1,1,Arrest Made,Medium
C1696,2024-09-06,04:27,Houston,Jeffrey Ranch,29.7604,-95.3698,Assault,1,0,No Arrest,Medium
C1697,2025-02-28,16:56,San Antonio,Amy Turnpike,29.4241,-98.4936,Burglary,1,1,Arrest Made,Medium
C1698,2023-11-29,12:34,Dallas,Gregory Mill,32.7767,-96.797,Fraud,1,1,Arrest Made,Medium
C1699,2024-06-25,04:21,Oklahoma City,Kimberly Lakes,35.4676,-97.5164,Fraud,1,0,No Arrest,Medium
C1700,2024-12-24,11:37,Kansas City,Allison Cliffs,39.0997,-94.5786,Drug Offense,1,0,No Arrest,Medium
C1701,2024-04-10,06:07,Austin,Tiffany Loop,30.2672,-97.7431,Robbery,1,2,Arrest Made,High
C1702,2024-03-13,00:43,Austin,Ryan Knoll,30.2672,-97.7431,Assault,1,1,Arrest Made,Medium
C1703,2024-08-10,05:49,San Antonio,Brandy Fords,29.4241,-98.4936,Vandalism,1,2,Arrest Made,Low
C1704,2024-03-12,23:16,San Antonio,Guzman Cove,29.4241,-98.4936,Vandalism,1,1,Arrest Made,Low
C1705,2024-09-24,00:04,Little Rock,Dustin Keys,34.7465,-92.2896,Drug Offense,1,2,Arrest Made,Medium
C1706,2023-07-19,10:45,Tulsa,Lee Green,36.15398,-95.99277,Fraud,1,1,Arrest Made,Medium
C1707,2023-10-01,13:03,Dallas,Joseph View,32.7767,-96.797,Burglary,1,1,Arrest Made,Medium
C1708,2023-12-07,14:08,Houston,Miranda Union,29.7604,-95.3698,Vandalism,1,2,Arrest Made,Low
C1709,2025-03-14,07:16,Houston,Adams Orchard,29.7604,-95.3698,Drug Offense,1,0,No Arrest,Medium
C1710,2024-03-03,00:23,Kansas City,Clay Springs,39.0997,-94.5786,Homicide,1,1,Arrest Made,High
C1711,2025-03-13,08:19,Little Rock,Jasmine Ports,34.7465,-92.2896,Homicide,1,1,Arrest Made,High
C1712,2023-07-11,07:50,Oklahoma City,Dickerson Corners,35.4676,-97.5164,Homicide,1,1,Arrest Made,High
C1713,2025-04-04,09:22,San Antonio,Danny Burgs,29.4241,-98.4936,Drug Offense,1,1,Arrest Made,Medium
C1714,2024-12-25,17:44,Houston,Stephanie Highway,29.7604,-95.3698,Robbery,1,0,No Arrest,High
