Crime ID,Date,Time,City,Location,Crime Type,Severity,Arrest Made,Number of Arrests,Hour,DOW,TimeBlock,Cluster
C1475,2025-02-13,18:24,Tulsa,Ortega Skyway,Fraud,Medium,No Arrest,0,18,Thursday,Evening,0
C1476,2023-07-04,18:32,Houston,Patrick Trace,Drug Offense,Medium,Arrest Made,1,18,Tuesday,Evening,1
C1477,2024-04-03,15:10,Houston,Savage Underpass,Theft,Low,Arrest Made,2,15,Wednesday,Afternoon,1
C1478,2023-10-08,08:25,San Antonio,Michelle Ramp,Assault,Medium,Arrest Made,2,8,Sunday,Morning,1
C1479,2024-08-17,00:39,Tulsa,Ross Hills,Homicide,High,Arrest Made,1,0,Saturday,Night,0
C1480,2025-05-13,12:37,Tulsa,Susan Station,Burglary,Medium,No Arrest,0,12,Tuesday,Afternoon,0
C1481,2025-02-23,16:32,Kansas City,Parks Expressway,Homicide,High,Arrest Made,1,16,Sunday,Afternoon,0
C1482,2023-10-18,17:27,Kansas City,Lopez Prairie,Vandalism,Low,Arrest Made,2,17,Wednesday,Evening,0
C1483,2024-03-08,22:03,Austin,Morales Manor,Fraud,Medium,Arrest Made,1,22,Friday,Night,1
C1484,2024-05-02,19:02,Tulsa,Alexander Ridge,Theft,Low,Arrest Made,1,19,Thursday,Evening,0
C1485,2024-12-01,20:11,Houston,Gabriel Island,Burglary,Medium,No Arrest,0,20,Sunday,Evening,1
C1486,2023-09-17,00:38,San Antonio,Kennedy Cliff,Fraud,Medium,Arrest Made,1,0,Sunday,Night,1
C1487,2024-11-14,18:19,Oklahoma City,Reynolds Ville,Homicide,High,Arrest Made,1,18,Thursday,Evening,1
C1488,2024-06-27,18:40,Little Rock,John Trafficway,Drug Offense,Medium,No Arrest,0,18,Thursday,Evening,0
C1489,2024-04-04,11:16,Tulsa,Bonilla Landing,Assault,Medium,Arrest Made,1,11,Thursday,Morning,0
C1490,2025-05-08,15:20,Tulsa,Dawn Camp,Assault,Medium,Arrest Made,2,15,Thursday,Afternoon,0
C1491,2025-03-01,18:23,Little Rock,Smith Tunnel,Burglary,Medium,Arrest Made,1,18,Saturday,Evening,0
C1492,2024-06-02,15:29,Oklahoma City,Isaac Estate,Homicide,High,Arrest Made,1,15,Sunday,Afternoon,1
C1493,2024-09-08,20:54,Austin,Joshua Villages,Vandalism,Low,Arrest Made,2,20,Sunday,Evening,1
C1494,2025-04-28,05:14,San Antonio,Newton Ridge,Robbery,High,Arrest Made,2,5,Monday,Morning,1
C1495,2023-07-05,07:09,San Antonio,Jacobs Lake,Fraud,Medium,Arrest Made,1,7,Wednesday,Morning,1
C1496,2024-11-28,09:26,Little Rock,Roger Park,Burglary,Medium,No Arrest,0,9,Thursday,Morning,0
C1497,2023-11-19,16:40,Oklahoma City,John Oval,Burglary,Medium,No Arrest,0,16,Sunday,Afternoon,1
C1498,2024-07-09,19:52,Tulsa,Pham Road,Robbery,High,No Arrest,0,19,Tuesday,Evening,0
C1499,2025-05-20,08:52,Tulsa,Michelle Street,Theft,Low,No Arrest,0,8,Tuesday,Morning,0
C1500,2025-06-09,20:30,San Antonio,Timothy Courts,Assault,Medium,No Arrest,0,20,Monday,Evening,1
C1501,2024-11-13,11:41,San Antonio,Amber Turnpike,Theft,Low,Arrest Made,2,11,Wednesday,Morning,1
C1502,2025-01-02,11:47,San Antonio,Misty Burgs,Homicide,High,Arrest Made,1,11,Thursday,Morning,1
C1503,2024-01-02,03:20,Oklahoma City,Walker Fort,Assault,Medium,No Arrest,0,3,Tuesday,Night,1
C1504,2023-10-07,21:50,San Antonio,Steven Terrace,Vandalism,Low,Arrest Made,1,21,Saturday,Night,1
C1505,2023-08-02,07:37,Austin,Harrison Falls,Homicide,High,Arrest Made,1,7,Wednesday,Morning,1
C1506,2023-10-24,01:46,Austin,Robert Stream,Burglary,Medium,Arrest Made,2,1,Tuesday,Night,1
C1507,2024-09-22,01:13,Little Rock,Mary Curve,Robbery,High,Arrest Made,1,1,Sunday,Night,0
C1508,2023-06-26,11:46,Little Rock,Gates Meadows,Drug Offense,Medium,Arrest Made,1,11,Monday,Morning,0
C1509,2024-10-29,21:51,Kansas City,Andrew Lane,Robbery,High,Arrest Made,2,21,Tuesday,Night,0
C1510,2024-05-14,07:16,Houston,Ramos Road,Assault,Medium,Arrest Made,2,7,Tuesday,Morning,1
C1511,2023-08-29,11:42,Dallas,Martin Tunnel,Burglary,Medium,Arrest Made,1,11,Tuesday,Morning,1
C1512,2024-08-31,05:44,Little Rock,Stephen Key,Fraud,Medium,Arrest Made,2,5,Saturday,Morning,0
C1513,2024-11-05,13:35,Houston,Young Mews,Vandalism,Low,No Arrest,0,13,Tuesday,Afternoon,1
C1514,2024-11-03,10:06,Oklahoma City,Munoz Extension,Theft,Low,No Arrest,0,10,Sunday,Morning,1
C1515,2024-05-29,03:38,Austin,Suarez Glens,Fraud,Medium,Arrest Made,2,3,Wednesday,Night,1
C1516,2023-12-12,21:09,Kansas City,Frank Loaf,Burglary,Medium,Arrest Made,2,21,Tuesday,Night,0
C1517,2024-01-01,17:29,San Antonio,Snyder Parks,Vandalism,Low,Arrest Made,1,17,Monday,Evening,1
C1518,2024-05-13,03:02,Austin,Davis Shoal,Fraud,Medium,Arrest Made,2,3,Monday,Night,1
C1519,2024-12-13,19:20,Dallas,Steven Overpass,Theft,Low,No Arrest,0,19,Friday,Evening,1
C1520,2025-04-16,21:47,Dallas,Rodriguez Forks,Theft,Low,No Arrest,0,21,Wednesday,Night,1
C1521,2024-10-14,12:03,Kansas City,Wendy Plaza,Drug Offense,Medium,No Arrest,0,12,Monday,Afternoon,0
C1522,2024-10-22,20:49,Little Rock,Joseph Throughway,Vandalism,Low,No Arrest,0,20,Tuesday,Evening,0
C1523,2025-02-10,10:07,Houston,Wiggins River,Fraud,Medium,No Arrest,0,10,Monday,Morning,1
C1524,2024-07-16,13:33,Tulsa,Amanda Station,Drug Offense,Medium,Arrest Made,2,13,Tuesday,Afternoon,0
C1525,2025-05-10,23:52,Kansas City,Ramirez Fall,Robbery,High,No Arrest,0,23,Saturday,Night,0
C1526,2025-04-18,10:44,San Antonio,Renee Ranch,Robbery,High,No Arrest,0,10,Friday,Morning,1
C1527,2024-07-18,10:43,Austin,Doris Falls,Robbery,High,Arrest Made,1,10,Thursday,Morning,1
C1528,2023-11-28,03:50,Little Rock,Beasley Motorway,Burglary,Medium,No Arrest,0,3,Tuesday,Night,0
C1529,2025-01-30,14:28,Little Rock,Tammie Locks,Burglary,Medium,Arrest Made,2,14,Thursday,Afternoon,0
C1530,2024-04-22,12:57,Houston,Nicholas Field,Burglary,Medium,No Arrest,0,12,Monday,Afternoon,1
C1531,2025-01-04,06:48,Houston,Weber Rapids,Fraud,Medium,Arrest Made,2,6,Saturday,Morning,1
C1532,2023-10-13,11:19,Dallas,Sarah Village,Fraud,Medium,Arrest Made,2,11,Friday,Morning,1
C1533,2024-02-12,11:38,Dallas,Sarah Burgs,Drug Offense,Medium,Arrest Made,2,11,Monday,Morning,1
C1534,2024-07-15,07:37,Tulsa,Schmidt Hills,Theft,Low,No Arrest,0,7,Monday,Morning,0
C1535,2025-02-27,14:58,Little Rock,Derrick Valley,Drug Offense,Medium,Arrest Made,2,14,Thursday,Afternoon,0
C1536,2024-01-29,06:52,Dallas,Gregory Canyon,Assault,Medium,Arrest Made,2,6,Monday,Morning,1
C1537,2024-03-16,17:28,Kansas City,Eric Oval,Theft,Low,Arrest Made,2,17,Saturday,Evening,0
C1538,2025-01-03,17:24,Austin,Sabrina Rest,Burglary,Medium,Arrest Made,1,17,Friday,Evening,1
C1539,2024-07-13,13:55,Oklahoma City,Tammy Cliffs,Drug Offense,Medium,Arrest Made,2,13,Saturday,Afternoon,1
C1540,2025-03-19,08:21,San Antonio,Jesse Meadow,Burglary,Medium,Arrest Made,2,8,Wednesday,Morning,1
C1541,2024-02-14,08:20,Oklahoma City,Morton Village,Drug Offense,Medium,Arrest Made,1,8,Wednesday,Morning,1
C1542,2024-07-30,01:45,San Antonio,Ryan Forge,Burglary,Medium,Arrest Made,1,1,Tuesday,Night,1
C1543,2024-12-09,08:53,Kansas City,Wesley Trail,Vandalism,Low,Arrest Made,2,8,Monday,Morning,0
C1544,2024-06-04,12:34,Tulsa,Keller Bypass,Burglary,Medium,Arrest Made,2,12,Tuesday,Afternoon,0
C1545,2024-09-01,09:02,Kansas City,Alexandra Streets,Robbery,High,No Arrest,0,9,Sunday,Morning,0
C1546,2024-09-01,16:19,Oklahoma City,Laura Mountains,Burglary,Medium,Arrest Made,2,16,Sunday,Afternoon,1
C1547,2024-11-01,22:09,San Antonio,Joseph Freeway,Burglary,Medium,No Arrest,0,22,Friday,Night,1
C1548,2023-12-02,03:28,Little Rock,Cardenas Rapid,Robbery,High,Arrest Made,1,3,Saturday,Night,0
C1549,2023-11-27,23:48,Houston,Erica Greens,Robbery,High,No Arrest,0,23,Monday,Night,1
C1550,2025-01-12,18:33,Little Rock,Anne Views,Burglary,Medium,Arrest Made,1,18,Sunday,Evening,0
C1551,2023-07-09,10:43,Tulsa,Carpenter Extensions,Homicide,High,Arrest Made,1,10,Sunday,Morning,0
C1552,2024-05-08,22:58,Austin,Bethany Mountain,Assault,Medium,Arrest Made,2,22,Wednesday,Night,1
C1553,2025-03-24,04:12,Houston,Ellen Island,Theft,Low,No Arrest,0,4,Monday,Night,1
C1554,2024-04-16,10:52,Kansas City,Evans Loaf,Vandalism,Low,No Arrest,0,10,Tuesday,Morning,0
C1555,2024-06-07,18:32,Kansas City,Olivia Pine,Fraud,Medium,Arrest Made,2,18,Friday,Evening,0
C1556,2025-06-10,02:12,Austin,Mary Falls,Drug Offense,Medium,Arrest Made,1,2,Tuesday,Night,1
C1557,2024-03-03,20:40,Kansas City,Hill Skyway,Burglary,Medium,No Arrest,0,20,Sunday,Evening,0
C1558,2024-02-17,10:47,Tulsa,Torres Stravenue,Assault,Medium,Arrest Made,1,10,Saturday,Morning,0
C1559,2023-12-04,04:47,Tulsa,Peterson Ramp,Burglary,Medium,Arrest Made,2,4,Monday,Night,0
C1560,2024-06-04,22:02,Kansas City,Mcknight Square,Assault,Medium,Arrest Made,2,22,Tuesday,Night,0
C1561,2025-02-18,18:19,Oklahoma City,Gill Expressway,Homicide,High,Arrest Made,1,18,Tuesday,Evening,1
C1562,2023-11-22,04:21,Houston,Hernandez Mount,Homicide,High,Arrest Made,1,4,Wednesday,Night,1
C1563,2024-01-03,10:23,Kansas City,Palmer Crossroad,Robbery,High,Arrest Made,2,10,Wednesday,Morning,0
C1564,2024-08-28,06:09,Dallas,Townsend Ridges,Assault,Medium,No Arrest,0,6,Wednesday,Morning,1
C1565,2023-09-11,22:26,Oklahoma City,Olson Landing,Assault,Medium,Arrest Made,1,22,Monday,Night,1
C1566,2024-04-26,05:41,San Antonio,William Rest,Assault,Medium,No Arrest,0,5,Friday,Morning,1
C1567,2025-03-17,12:50,Oklahoma City,Michelle Stravenue,Assault,Medium,No Arrest,0,12,Monday,Afternoon,1
C1568,2024-04-11,05:17,Kansas City,Hannah Square,Burglary,Medium,Arrest Made,1,5,Thursday,Morning,0
C1569,2024-04-06,18:56,Austin,Frost Center,Robbery,High,Arrest Made,1,18,Saturday,Evening,1
C1570,2024-01-21,20:43,Tulsa,Davis Crescent,Assault,Medium,No Arrest,0,20,Sunday,Evening,0
C1571,2024-10-07,08:13,Kansas City,John Ports,Burglary,Medium,No Arrest,0,8,Monday,Morning,0
C1572,2023-11-06,04:07,Dallas,Richard Trace,Robbery,High,No Arrest,0,4,Monday,Night,1
C1573,2023-11-30,20:57,Houston,Wilson Ports,Theft,Low,Arrest Made,2,20,Thursday,Evening,1
C1574,2023-10-04,17:56,Dallas,Stevens Walk,Drug Offense,Medium,Arrest Made,2,17,Wednesday,Evening,1
C1575,2025-03-23,15:39,Houston,Kelly Courts,Drug Offense,Medium,Arrest Made,1,15,Sunday,Afternoon,1
C1576,2024-02-15,18:54,Kansas City,Hayden Pike,Burglary,Medium,Arrest Made,2,18,Thursday,Evening,0
C1577,2023-12-27,20:48,Tulsa,Harris Parkway,Vandalism,Low,Arrest Made,1,20,Wednesday,Evening,0
C1578,2024-11-03,09:13,Houston,Robert Haven,Theft,Low,Arrest Made,2,9,Sunday,Morning,1
C1579,2025-04-02,14:41,Little Rock,Jennings Burgs,Theft,Low,No Arrest,0,14,Wednesday,Afternoon,0
C1580,2024-09-16,20:48,Dallas,Martin Manor,Fraud,Medium,Arrest Made,1,20,Monday,Evening,1
C1581,2024-11-18,04:15,Oklahoma City,Ashley Burg,Drug Offense,Medium,No Arrest,0,4,Monday,Night,1
C1582,2025-04-09,03:36,San Antonio,Amanda Fields,Theft,Low,No Arrest,0,3,Wednesday,Night,1
C1583,2024-04-28,04:22,Austin,Scott Vista,Vandalism,Low,No Arrest,0,4,Sunday,Night,1
C1584,2024-10-08,21:54,Kansas City,Morris Square,Assault,Medium,No Arrest,0,21,Tuesday,Night,0
C1585,2024-12-22,19:42,San Antonio,Stacie Mount,Burglary,Medium,Arrest Made,2,19,Sunday,Evening,1
C1586,2024-05-14,09:54,Little Rock,Barry Land,Burglary,Medium,Arrest Made,2,9,Tuesday,Morning,0
C1587,2024-10-27,22:25,Dallas,Danielle Circles,Homicide,High,Arrest Made,1,22,Sunday,Night,1
C1588,2024-07-11,21:05,Houston,Gonzalez Fork,Drug Offense,Medium,No Arrest,0,21,Thursday,Night,1
C1589,2024-05-12,17:54,Austin,Cunningham View,Theft,Low,Arrest Made,2,17,Sunday,Evening,1
C1590,2024-07-17,07:30,Houston,Collins Shore,Vandalism,Low,Arrest Made,1,7,Wednesday,Morning,1
C1591,2024-05-09,06:57,Kansas City,Jason Square,Burglary,Medium,No Arrest,0,6,Thursday,Morning,0
C1592,2024-10-24,16:20,Little Rock,Matthew Parks,Robbery,High,Arrest Made,1,16,Thursday,Afternoon,0
C1593,2025-03-22,13:30,Dallas,Thompson Walk,Fraud,Medium,Arrest Made,2,13,Saturday,Afternoon,1
C1594,2024-06-04,17:34,Austin,Barron River,Burglary,Medium,No Arrest,0,17,Tuesday,Evening,1
C1595,2025-01-10,22:15,Kansas City,Roberto Fall,Drug Offense,Medium,Arrest Made,2,22,Friday,Night,0
C1596,2024-02-12,13:00,Dallas,Alice Key,Assault,Medium,Arrest Made,1,13,Monday,Afternoon,1
C1597,2023-07-31,06:40,Austin,Williams Coves,Burglary,Medium,No Arrest,0,6,Monday,Morning,1
C1598,2025-04-08,16:33,Dallas,Erica Overpass,Drug Offense,Medium,Arrest Made,1,16,Tuesday,Afternoon,1
C1599,2024-10-12,03:14,Little Rock,Eric Vista,Theft,Low,Arrest Made,1,3,Saturday,Night,0
C1600,2023-07-13,10:34,Houston,Howard Via,Assault,Medium,Arrest Made,2,10,Thursday,Morning,1
C1601,2024-11-01,20:49,San Antonio,Moran Falls,Robbery,High,No Arrest,0,20,Friday,Evening,1
C1602,2024-07-08,04:58,Dallas,Evans Burg,Homicide,High,Arrest Made,1,4,Monday,Night,1
C1603,2024-01-02,23:30,San Antonio,Gonzalez Park,Fraud,Medium,Arrest Made,1,23,Tuesday,Night,1
C1604,2025-02-23,20:48,Oklahoma City,Harmon Place,Theft,Low,Arrest Made,2,20,Sunday,Evening,1
C1605,2025-02-07,00:19,Austin,Dunn Burgs,Assault,Medium,Arrest Made,1,0,Friday,Night,1
C1606,2025-01-10,15:17,San Antonio,Ward Hollow,Drug Offense,Medium,Arrest Made,1,15,Friday,Afternoon,1
C1607,2025-05-22,01:25,Tulsa,Anthony Road,Drug Offense,Medium,Arrest Made,2,1,Thursday,Night,0
C1608,2025-06-08,03:10,Tulsa,Aaron Burgs,Homicide,High,Arrest Made,1,3,Sunday,Night,0
C1609,2023-09-01,22:46,Little Rock,Shelton Viaduct,Burglary,Medium,No Arrest,0,22,Friday,Night,0
C1610,2023-08-30,13:40,Oklahoma City,Reid Path,Robbery,High,Arrest Made,2,13,Wednesday,Afternoon,1
C1611,2023-12-27,01:16,Tulsa,Devin Place,Fraud,Medium,Arrest Made,1,1,Wednesday,Night,0
C1612,2023-11-30,03:08,Tulsa,Bonnie Landing,Vandalism,Low,Arrest Made,1,3,Thursday,Night,0
C1613,2025-06-02,00:42,Kansas City,Patrick Isle,Drug Offense,Medium,Arrest Made,1,0,Monday,Night,0
C1614,2025-01-13,02:33,San Antonio,Gregory Highway,Burglary,Medium,Arrest Made,2,2,Monday,Night,1
C1615,2024-02-03,16:32,Little Rock,Morse Burg,Theft,Low,No Arrest,0,16,Saturday,Afternoon,0
C1616,2023-08-27,03:55,Tulsa,Anthony Mountains,Assault,Medium,Arrest Made,1,3,Sunday,Night,0
C1617,2023-12-19,11:33,Dallas,Gonzales Shore,Homicide,High,Arrest Made,1,11,Tuesday,Morning,1
C1618,2023-11-13,09:32,Tulsa,Kerri Forges,Theft,Low,No Arrest,0,9,Monday,Morning,0
C1619,2024-04-02,10:02,Kansas City,Martinez Alley,Burglary,Medium,Arrest Made,1,10,Tuesday,Morning,0
C1620,2024-08-10,19:52,Dallas,Brian Loop,Theft,Low,No Arrest,0,19,Saturday,Evening,1
C1621,2024-01-25,20:50,Dallas,Dean Hill,Theft,Low,Arrest Made,1,20,Thursday,Evening,1
C1622,2023-11-24,22:09,Austin,Mary Mission,Vandalism,Low,No Arrest,0,22,Friday,Night,1
C1623,2024-06-08,00:42,Oklahoma City,Cory Ways,Homicide,High,Arrest Made,1,0,Saturday,Night,1
C1624,2024-11-26,07:02,Austin,Strickland Bypass,Assault,Medium,Arrest Made,2,7,Tuesday,Morning,1
C1625,2023-10-10,11:49,San Antonio,Daniel Rest,Fraud,Medium,Arrest Made,1,11,Tuesday,Morning,1
C1626,2025-02-03,12:05,Dallas,Nguyen Ports,Assault,Medium,No Arrest,0,12,Monday,Afternoon,1
C1627,2024-12-06,09:01,Little Rock,Alicia Pines,Vandalism,Low,Arrest Made,1,9,Friday,Morning,0
C1628,2025-04-16,07:21,Tulsa,John Pine,Fraud,Medium,Arrest Made,1,7,Wednesday,Morning,0
C1629,2024-04-01,10:08,Kansas City,Smith Locks,Fraud,Medium,Arrest Made,2,10,Monday,Morning,0
C1630,2024-03-10,22:27,Tulsa,Schmitt Vista,Theft,Low,Arrest Made,1,22,Sunday,Night,0
C1631,2023-12-20,22:02,Oklahoma City,Martinez Hills,Vandalism,Low,No Arrest,0,22,Wednesday,Night,1
C1632,2024-01-14,22:42,Houston,Samuel Mall,Drug Offense,Medium,No Arrest,0,22,Sunday,Night,1
C1633,2024-04-03,22:12,San Antonio,William Run,Theft,Low,No Arrest,0,22,Wednesday,Night,1
C1634,2023-08-18,03:44,San Antonio,Rice Brook,Fraud,Medium,Arrest Made,2,3,Friday,Night,1
C1635,2024-04-30,08:02,Houston,Hutchinson Route,Fraud,Medium,Arrest Made,1,8,Tuesday,Morning,1
C1636,2024-07-10,11:21,San Antonio,Lucas Knoll,Theft,Low,Arrest Made,1,11,Wednesday,Morning,1
C1637,2024-11-26,16:38,San Antonio,Blake Track,Burglary,Medium,Arrest Made,2,16,Tuesday,Afternoon,1
C1638,2025-03-21,04:06,Austin,Sarah Knolls,Drug Offense,Medium,No Arrest,0,4,Friday,Night,1
C1639,2025-04-04,15:35,Little Rock,Martin Mills,Assault,Medium,Arrest Made,1,15,Friday,Afternoon,0
C1640,2024-11-12,17:45,Houston,Clark Turnpike,Vandalism,Low,Arrest Made,2,17,Tuesday,Evening,1
C1641,2023-07-10,00:19,Dallas,Desiree Ranch,Fraud,Medium,Arrest Made,1,0,Monday,Night,1
C1642,2023-10-07,01:15,Oklahoma City,Lee Views,Vandalism,Low,No Arrest,0,1,Saturday,Night,1
C1643,2024-11-26,19:43,Little Rock,White Roads,Assault,Medium,No Arrest,0,19,Tuesday,Evening,0
C1644,2023-10-21,04:17,Dallas,John Ridges,Assault,Medium,Arrest Made,2,4,Saturday,Night,1
C1645,2024-06-26,20:08,Houston,Carla Pine,Drug Offense,Medium,No Arrest,0,20,Wednesday,Evening,1
C1646,2024-01-22,22:09,Oklahoma City,Owens Isle,Theft,Low,No Arrest,0,22,Monday,Night,1
C1647,2024-08-21,00:43,Kansas City,Valencia Tunnel,Homicide,High,Arrest Made,1,0,Wednesday,Night,0
C1648,2024-02-27,00:30,Austin,Monica Crescent,Drug Offense,Medium,Arrest Made,1,0,Tuesday,Night,1
C1649,2025-03-20,20:53,Tulsa,Briggs Drive,Burglary,Medium,No Arrest,0,20,Thursday,Evening,0
C1650,2023-10-20,16:57,Dallas,Fisher Via,Robbery,High,Arrest Made,2,16,Friday,Afternoon,1
C1651,2024-05-13,20:05,Austin,Kristi Stream,Fraud,Medium,Arrest Made,2,20,Monday,Evening,1
C1652,2024-07-04,06:43,Austin,Richardson Place,Assault,Medium,No Arrest,0,6,Thursday,Morning,1
C1653,2024-02-10,14:37,Kansas City,Paula Motorway,Assault,Medium,Arrest Made,2,14,Saturday,Afternoon,0
C1654,2023-08-12,14:04,Dallas,Jasmine Gardens,Drug Offense,Medium,Arrest Made,1,14,Saturday,Afternoon,1
C1655,2023-07-08,10:02,Tulsa,Julia Grove,Fraud,Medium,Arrest Made,2,10,Saturday,Morning,0
C1656,2024-05-16,18:08,Oklahoma City,James Mews,Burglary,Medium,Arrest Made,1,18,Thursday,Evening,1
C1657,2024-09-15,08:17,Tulsa,Garza Valleys,Vandalism,Low,Arrest Made,2,8,Sunday,Morning,0
C1658,2024-07-16,02:59,Kansas City,Wilson Views,Vandalism,Low,Arrest Made,1,2,Tuesday,Night,0
C1659,2023-10-05,23:40,San Antonio,Montgomery Park,Drug Offense,Medium,No Arrest,0,23,Thursday,Night,1
C1660,2024-08-31,10:32,Houston,Jennifer Pass,Assault,Medium,Arrest Made,2,10,Saturday,Morning,1
C1661,2024-03-15,14:25,Little Rock,Caleb Avenue,Assault,Medium,Arrest Made,2,14,Friday,Afternoon,0
C1662,2023-06-28,20:15,San Antonio,Adam Trail,Drug Offense,Medium,Arrest Made,2,20,Wednesday,Evening,1
C1663,2025-06-05,04:59,Oklahoma City,Carl Forge,Fraud,Medium,No Arrest,0,4,Thursday,Night,1
C1664,2024-05-28,09:22,San Antonio,Greg Vista,Assault,Medium,Arrest Made,2,9,Tuesday,Morning,1
C1665,2025-05-16,05:46,Houston,Myers Mountains,Theft,Low,Arrest Made,2,5,Friday,Morning,1
C1666,2023-12-14,02:52,Austin,Kyle Summit,Assault,Medium,Arrest Made,2,2,Thursday,Night,1
C1667,2023-07-23,12:28,Tulsa,Rodriguez Mill,Drug Offense,Medium,Arrest Made,1,12,Sunday,Afternoon,0
C1668,2025-05-06,11:22,Houston,Douglas Centers,Homicide,High,Arrest Made,1,11,Tuesday,Morning,1
C1669,2023-12-27,21:15,Tulsa,Williams Roads,Vandalism,Low,No Arrest,0,21,Wednesday,Night,0
C1670,2025-05-18,10:32,Dallas,Christopher Manors,Robbery,High,Arrest Made,1,10,Sunday,Morning,1
C1671,2024-11-29,07:48,Oklahoma City,Bryant Tunnel,Robbery,High,No Arrest,0,7,Friday,Morning,1
C1672,2024-08-03,07:59,Tulsa,Matthew Village,Drug Offense,Medium,No Arrest,0,7,Saturday,Morning,0
C1673,2024-02-04,04:15,Dallas,Summers Cove,Robbery,High,Arrest Made,1,4,Sunday,Night,1
C1674,2023-09-23,15:30,Little Rock,Elizabeth Light,Assault,Medium,Arrest Made,1,15,Saturday,Afternoon,0
C1675,2024-04-23,02:17,Oklahoma City,Michelle Village,Fraud,Medium,No Arrest,0,2,Tuesday,Night,1
C1676,2025-05-22,18:17,Houston,Donna Road,Theft,Low,No Arrest,0,18,Thursday,Evening,1
C1677,2025-02-16,09:30,Dallas,Ortiz Centers,Homicide,High,Arrest Made,1,9,Sunday,Morning,1
C1678,2023-06-13,10:13,Little Rock,Padilla Avenue,Drug Offense,Medium,Arrest Made,1,10,Tuesday,Morning,0
C1679,2025-03-27,10:02,Houston,Cory Pike,Homicide,High,Arrest Made,1,10,Thursday,Morning,1
C1680,2023-08-31,19:22,Houston,Philip Groves,Assault,Medium,Arrest Made,1,19,Thursday,Evening,1
C1681,2025-03-16,21:04,Austin,Chelsea Creek,Fraud,Medium,Arrest Made,2,21,Sunday,Night,1
C1682,2023-06-12,07:56,Kansas City,Sabrina Divide,Homicide,High,Arrest Made,1,7,Monday,Morning,0
C1683,2023-10-10,16:22,Dallas,Moore Spur,Drug Offense,Medium,Arrest Made,1,16,Tuesday,Afternoon,1
C1684,2024-02-09,02:05,San Antonio,Smith Valley,Theft,Low,Arrest Made,2,2,Friday,Night,1
C1685,2025-02-24,20:18,Oklahoma City,Steven Manor,Drug Offense,Medium,Arrest Made,2,20,Monday,Evening,1
C1686,2024-03-19,14:31,Austin,Young Island,Vandalism,Low,Arrest Made,2,14,Tuesday,Afternoon,1
C1687,2023-12-31,21:21,Oklahoma City,Allen Wall,Vandalism,Low,Arrest Made,2,21,Sunday,Night,1
C1688,2023-09-15,15:39,Austin,Bruce Pines,Assault,Medium,No Arrest,0,15,Friday,Afternoon,1
C1689,2025-02-06,09:22,San Antonio,Gonzalez Glens,Assault,Medium,No Arrest,0,9,Thursday,Morning,1
C1690,2024-06-10,21:18,Kansas City,Montgomery Junction,Vandalism,Low,Arrest Made,1,21,Monday,Night,0
C1691,2023-10-25,09:38,Kansas City,Kim Island,Fraud,Medium,No Arrest,0,9,Wednesday,Morning,0
C1692,2025-01-15,02:25,Houston,Douglas Mission,Robbery,High,No Arrest,0,2,Wednesday,Night,1
C1693,2023-08-13,13:28,San Antonio,Dixon Wells,Burglary,Medium,Arrest Made,2,13,Sunday,Afternoon,1
C1694,2024-10-10,14:30,Oklahoma City,Kevin Heights,Vandalism,Low,Arrest Made,2,14,Thursday,Afternoon,1
C1695,2024-07-02,19:26,Kansas City,Lynch Valley,Fraud,Medium,Arrest Made,1,19,Tuesday,Evening,0
C1696,2024-09-06,04:27,Houston,Jeffrey Ranch,Assault,Medium,No Arrest,0,4,Friday,Night,1
C1697,2025-02-28,16:56,San Antonio,Amy Turnpike,Burglary,Medium,Arrest Made,1,16,Friday,Afternoon,1
C1698,2023-11-29,12:34,Dallas,Gregory Mill,Fraud,Medium,Arrest Made,1,12,Wednesday,Afternoon,1
C1699,2024-06-25,04:21,Oklahoma City,Kimberly Lakes,Fraud,Medium,No Arrest,0,4,Tuesday,Night,1
C1700,2024-12-24,11:37,Kansas City,Allison Cliffs,Drug Offense,Medium,No Arrest,0,11,Tuesday,Morning,0
C1701,2024-04-10,06:07,Austin,Tiffany Loop,Robbery,High,Arrest Made,2,6,Wednesday,Morning,1
C1702,2024-03-13,00:43,Austin,Ryan Knoll,Assault,Medium,Arrest Made,1,0,Wednesday,Night,1
C1703,2024-08-10,05:49,San Antonio,Brandy Fords,Vandalism,Low,Arrest Made,2,5,Saturday,Morning,1
C1704,2024-03-12,23:16,San Antonio,Guzman Cove,Vandalism,Low,Arrest Made,1,23,Tuesday,Night,1
C1705,2024-09-24,00:04,Little Rock,Dustin Keys,Drug Offense,Medium,Arrest Made,2,0,Tuesday,Night,0
C1706,2023-07-19,10:45,Tulsa,Lee Green,Fraud,Medium,Arrest Made,1,10,Wednesday,Morning,0
C1707,2023-10-01,13:03,Dallas,Joseph View,Burglary,Medium,Arrest Made,1,13,Sunday,Afternoon,1
C1708,2023-12-07,14:08,Houston,Miranda Union,Vandalism,Low,Arrest Made,2,14,Thursday,Afternoon,1
C1709,2025-03-14,07:16,Houston,Adams Orchard,Drug Offense,Medium,No Arrest,0,7,Friday,Morning,1
C1710,2024-03-03,00:23,Kansas City,Clay Springs,Homicide,High,Arrest Made,1,0,Sunday,Night,0
C1711,2025-03-13,08:19,Little Rock,Jasmine Ports,Homicide,High,Arrest Made,1,8,Thursday,Morning,0
