Crime ID,Date,Time,City,Location,Latitude,Longitude,Crime Type,Number of Crimes,Number of Arrests,Arrest Made,Severity,Hour,Minute,Year,Month,MonthName,DOW,DOW_num,YearMonth,IsWeekend,TimeBlock,ArrestFlag,SeverityOrd
C1296,2024-05-28,18:06,Austin,Teresa Harbors,30.2672,-97.7431,Theft,1,2,Arrest Made,Low,18,6,2024,5,May,Tuesday,1,2024-05,False,Evening,1,1
C1297,2025-01-24,17:16,Little Rock,Douglas Views,34.7465,-92.2896,Homicide,1,1,Arrest Made,High,17,16,2025,1,Jan,Friday,4,2025-01,False,Evening,1,3
C1298,2024-10-13,02:30,Kansas City,Jamie Stravenue,39.0997,-94.5786,Assault,1,1,Arrest Made,Medium,2,30,2024,10,Oct,Sunday,6,2024-10,True,Night,1,2
C1299,2025-02-08,02:00,Austin,Curtis Crescent,30.2672,-97.7431,Vandalism,1,1,Arrest Made,Low,2,0,2025,2,Feb,Saturday,5,2025-02,True,Night,1,1
C1300,2024-10-03,07:40,Dallas,Patterson Crossing,32.7767,-96.797,Fraud,1,1,Arrest Made,Medium,7,40,2024,10,Oct,Thursday,3,2024-10,False,Morning,1,2
C1301,2025-01-13,15:06,Kansas City,Donna Fords,39.0997,-94.5786,Vandalism,1,2,Arrest Made,Low,15,6,2025,1,Jan,Monday,0,2025-01,False,Afternoon,1,1
C1302,2024-11-19,20:02,Austin,Hannah Mill,30.2672,-97.7431,Drug Offense,1,0,No Arrest,Medium,20,2,2024,11,Nov,Tuesday,1,2024-11,False,Evening,0,2
C1303,2025-01-16,07:19,Tulsa,Williams Streets,36.15398,-95.99277,Theft,1,0,No Arrest,Low,7,19,2025,1,Jan,Thursday,3,2025-01,False,Morning,0,1
C1304,2024-12-20,13:51,Austin,Goodman Springs,30.2672,-97.7431,Vandalism,1,1,Arrest Made,Low,13,51,2024,12,Dec,Friday,4,2024-12,False,Afternoon,1,1
C1305,2024-11-28,21:02,Little Rock,Bryant Crossroad,34.7465,-92.2896,Theft,1,1,Arrest Made,Low,21,2,2024,11,Nov,Thursday,3,2024-11,False,Night,1,1
C1306,2024-01-09,19:25,Tulsa,Castillo Valleys,36.15398,-95.99277,Drug Offense,1,1,Arrest Made,Medium,19,25,2024,1,Jan,Tuesday,1,2024-01,False,Evening,1,2
C1307,2024-05-09,03:42,San Antonio,Connie Throughway,29.4241,-98.4936,Robbery,1,2,Arrest Made,High,3,42,2024,5,May,Thursday,3,2024-05,False,Night,1,3
C1308,2024-02-24,19:01,Oklahoma City,Cook Grove,35.4676,-97.5164,Fraud,1,1,Arrest Made,Medium,19,1,2024,2,Feb,Saturday,5,2024-02,True,Evening,1,2
C1309,2025-05-22,02:06,Tulsa,Elizabeth Burgs,36.15398,-95.99277,Assault,1,0,No Arrest,Medium,2,6,2025,5,May,Thursday,3,2025-05,False,Night,0,2
C1310,2023-11-30,20:11,Houston,Emily Via,29.7604,-95.3698,Theft,1,2,Arrest Made,Low,20,11,2023,11,Nov,Thursday,3,2023-11,False,Evening,1,1
C1311,2024-04-13,09:39,Austin,Tanner Square,30.2672,-97.7431,Robbery,1,2,Arrest Made,High,9,39,2024,4,Apr,Saturday,5,2024-04,True,Morning,1,3
C1312,2024-12-11,15:02,Tulsa,Williams Corners,36.15398,-95.99277,Assault,1,0,No Arrest,Medium,15,2,2024,12,Dec,Wednesday,2,2024-12,False,Afternoon,0,2
C1313,2024-04-19,04:08,Tulsa,Jennifer Stravenue,36.15398,-95.99277,Drug Offense,1,1,Arrest Made,Medium,4,8,2024,4,Apr,Friday,4,2024-04,False,Night,1,2
C1314,2023-08-01,02:36,Tulsa,White Haven,36.15398,-95.99277,Vandalism,1,1,Arrest Made,Low,2,36,2023,8,Aug,Tuesday,1,2023-08,False,Night,1,1
C1315,2024-07-24,04:14,Austin,Edward Ford,30.2672,-97.7431,Robbery,1,2,Arrest Made,High,4,14,2024,7,Jul,Wednesday,2,2024-07,False,Night,1,3
C1316,2024-01-08,13:50,Oklahoma City,Williams Lane,35.4676,-97.5164,Robbery,1,2,Arrest Made,High,13,50,2024,1,Jan,Monday,0,2024-01,False,Afternoon,1,3
C1317,2023-12-02,21:02,Oklahoma City,Alexandria Centers,35.4676,-97.5164,Vandalism,1,2,Arrest Made,Low,21,2,2023,12,Dec,Saturday,5,2023-12,True,Night,1,1
C1318,2024-08-04,21:30,Dallas,Eric Motorway,32.7767,-96.797,Robbery,1,0,No Arrest,High,21,30,2024,8,Aug,Sunday,6,2024-08,True,Night,0,3
C1319,2024-02-21,23:36,Houston,Tasha Fort,29.7604,-95.3698,Theft,1,1,Arrest Made,Low,23,36,2024,2,Feb,Wednesday,2,2024-02,False,Night,1,1
C1320,2024-03-01,01:09,Austin,Acosta Plaza,30.2672,-97.7431,Theft,1,2,Arrest Made,Low,1,9,2024,3,Mar,Friday,4,2024-03,False,Night,1,1
C1321,2023-08-03,13:56,Houston,Martha Glen,29.7604,-95.3698,Homicide,1,1,Arrest Made,High,13,56,2023,8,Aug,Thursday,3,2023-08,False,Afternoon,1,3
C1322,2023-08-05,10:12,San Antonio,Leblanc Alley,29.4241,-98.4936,Theft,1,0,No Arrest,Low,10,12,2023,8,Aug,Saturday,5,2023-08,True,Morning,0,1
C1323,2024-10-16,12:28,San Antonio,Hammond Underpass,29.4241,-98.4936,Assault,1,0,No Arrest,Medium,12,28,2024,10,Oct,Wednesday,2,2024-10,False,Afternoon,0,2
C1324,2023-10-21,02:15,Dallas,Daniel Ranch,32.7767,-96.797,Theft,1,1,Arrest Made,Low,2,15,2023,10,Oct,Saturday,5,2023-10,True,Night,1,1
C1325,2024-10-11,10:57,Austin,Crosby Unions,30.2672,-97.7431,Burglary,1,1,Arrest Made,Medium,10,57,2024,10,Oct,Friday,4,2024-10,False,Morning,1,2
C1326,2024-03-01,11:49,San Antonio,Lin Lake,29.4241,-98.4936,Drug Offense,1,2,Arrest Made,Medium,11,49,2024,3,Mar,Friday,4,2024-03,False,Morning,1,2
C1327,2024-01-15,20:48,Austin,Carolyn Corners,30.2672,-97.7431,Homicide,1,1,Arrest Made,High,20,48,2024,1,Jan,Monday,0,2024-01,False,Evening,1,3
C1328,2023-07-09,15:17,Dallas,Heather Overpass,32.7767,-96.797,Vandalism,1,2,Arrest Made,Low,15,17,2023,7,Jul,Sunday,6,2023-07,True,Afternoon,1,1
C1329,2024-07-03,17:25,Kansas City,Dean Light,39.0997,-94.5786,Fraud,1,1,Arrest Made,Medium,17,25,2024,7,Jul,Wednesday,2,2024-07,False,Evening,1,2
C1330,2025-04-20,21:56,Houston,Fleming Manor,29.7604,-95.3698,Robbery,1,1,Arrest Made,High,21,56,2025,4,Apr,Sunday,6,2025-04,True,Night,1,3
C1331,2023-10-23,23:10,Kansas City,Herrera Wall,39.0997,-94.5786,Burglary,1,2,Arrest Made,Medium,23,10,2023,10,Oct,Monday,0,2023-10,False,Night,1,2
C1332,2023-11-19,00:51,Tulsa,Melissa Run,36.15398,-95.99277,Burglary,1,0,No Arrest,Medium,0,51,2023,11,Nov,Sunday,6,2023-11,True,Night,0,2
C1333,2023-11-03,00:45,Tulsa,David Lights,36.15398,-95.99277,Vandalism,1,0,No Arrest,Low,0,45,2023,11,Nov,Friday,4,2023-11,False,Night,0,1
C1334,2025-02-03,17:20,Dallas,Smith Flat,32.7767,-96.797,Vandalism,1,0,No Arrest,Low,17,20,2025,2,Feb,Monday,0,2025-02,False,Evening,0,1
C1335,2025-02-23,06:07,Dallas,Gutierrez Plains,32.7767,-96.797,Assault,1,1,Arrest Made,Medium,6,7,2025,2,Feb,Sunday,6,2025-02,True,Morning,1,2
C1336,2023-11-16,23:47,Austin,Anthony Expressway,30.2672,-97.7431,Robbery,1,2,Arrest Made,High,23,47,2023,11,Nov,Thursday,3,2023-11,False,Night,1,3
C1337,2024-12-08,16:52,San Antonio,Dalton Station,29.4241,-98.4936,Robbery,1,2,Arrest Made,High,16,52,2024,12,Dec,Sunday,6,2024-12,True,Afternoon,1,3
C1338,2024-02-13,11:08,Kansas City,Alexander Well,39.0997,-94.5786,Theft,1,2,Arrest Made,Low,11,8,2024,2,Feb,Tuesday,1,2024-02,False,Morning,1,1
C1339,2024-07-23,06:49,Little Rock,Keith Drives,34.7465,-92.2896,Homicide,1,1,Arrest Made,High,6,49,2024,7,Jul,Tuesday,1,2024-07,False,Morning,1,3
C1340,2025-04-21,08:44,Houston,Debbie Port,29.7604,-95.3698,Theft,1,2,Arrest Made,Low,8,44,2025,4,Apr,Monday,0,2025-04,False,Morning,1,1
C1341,2024-11-15,16:12,San Antonio,Johnson Plains,29.4241,-98.4936,Robbery,1,1,Arrest Made,High,16,12,2024,11,Nov,Friday,4,2024-11,False,Afternoon,1,3
C1342,2025-01-01,00:48,Tulsa,Christine Junction,36.15398,-95.99277,Burglary,1,1,Arrest Made,Medium,0,48,2025,1,Jan,Wednesday,2,2025-01,False,Night,1,2
C1343,2024-11-30,14:44,Dallas,Hammond Hills,32.7767,-96.797,Vandalism,1,0,No Arrest,Low,14,44,2024,11,Nov,Saturday,5,2024-11,True,Afternoon,0,1
C1344,2024-10-30,07:17,Oklahoma City,Robertson Mission,35.4676,-97.5164,Vandalism,1,1,Arrest Made,Low,7,17,2024,10,Oct,Wednesday,2,2024-10,False,Morning,1,1
C1345,2024-07-08,20:20,Houston,Shannon Mount,29.7604,-95.3698,Vandalism,1,1,Arrest Made,Low,20,20,2024,7,Jul,Monday,0,2024-07,False,Evening,1,1
C1346,2023-08-15,05:27,Austin,Robert Rapid,30.2672,-97.7431,Drug Offense,1,2,Arrest Made,Medium,5,27,2023,8,Aug,Tuesday,1,2023-08,False,Morning,1,2
C1347,2024-08-02,23:41,Austin,Alan Mountains,30.2672,-97.7431,Burglary,1,0,No Arrest,Medium,23,41,2024,8,Aug,Friday,4,2024-08,False,Night,0,2
C1348,2023-09-22,01:56,Tulsa,Phyllis Trail,36.15398,-95.99277,Theft,1,2,Arrest Made,Low,1,56,2023,9,Sep,Friday,4,2023-09,False,Night,1,1
C1349,2024-09-20,17:18,Tulsa,Ward Vista,36.15398,-95.99277,Homicide,1,1,Arrest Made,High,17,18,2024,9,Sep,Friday,4,2024-09,False,Evening,1,3
C1350,2024-06-27,07:55,Austin,David Mountains,30.2672,-97.7431,Fraud,1,1,Arrest Made,Medium,7,55,2024,6,Jun,Thursday,3,2024-06,False,Morning,1,2
C1351,2024-07-06,09:10,Tulsa,Smith Row,36.15398,-95.99277,Vandalism,1,1,Arrest Made,Low,9,10,2024,7,Jul,Saturday,5,2024-07,True,Morning,1,1
C1352,2025-06-07,00:33,Little Rock,Cindy Village,34.7465,-92.2896,Drug Offense,1,0,No Arrest,Medium,0,33,2025,6,Jun,Saturday,5,2025-06,True,Night,0,2
C1353,2024-10-22,02:47,Little Rock,Johnson River,34.7465,-92.2896,Assault,1,1,Arrest Made,Medium,2,47,2024,10,Oct,Tuesday,1,2024-10,False,Night,1,2
C1354,2025-02-06,13:10,Tulsa,William Expressway,36.15398,-95.99277,Homicide,1,1,Arrest Made,High,13,10,2025,2,Feb,Thursday,3,2025-02,False,Afternoon,1,3
C1355,2025-01-20,05:10,San Antonio,Robert Grove,29.4241,-98.4936,Fraud,1,1,Arrest Made,Medium,5,10,2025,1,Jan,Monday,0,2025-01,False,Morning,1,2
C1356,2025-06-01,09:23,Tulsa,Scott Extensions,36.15398,-95.99277,Theft,1,0,No Arrest,Low,9,23,2025,6,Jun,Sunday,6,2025-06,True,Morning,0,1
C1357,2024-11-14,08:22,Little Rock,Gonzalez Extension,34.7465,-92.2896,Fraud,1,0,No Arrest,Medium,8,22,2024,11,Nov,Thursday,3,2024-11,False,Morning,0,2
C1358,2024-09-13,10:35,Austin,Nguyen Mountains,30.2672,-97.7431,Drug Offense,1,0,No Arrest,Medium,10,35,2024,9,Sep,Friday,4,2024-09,False,Morning,0,2
C1359,2024-04-20,05:27,Houston,Cooper Drives,29.7604,-95.3698,Robbery,1,2,Arrest Made,High,5,27,2024,4,Apr,Saturday,5,2024-04,True,Morning,1,3
C1360,2025-01-11,23:03,Austin,Claire Forge,30.2672,-97.7431,Burglary,1,0,No Arrest,Medium,23,3,2025,1,Jan,Saturday,5,2025-01,True,Night,0,2
C1361,2024-11-15,21:13,Tulsa,Moore Creek,36.15398,-95.99277,Assault,1,2,Arrest Made,Medium,21,13,2024,11,Nov,Friday,4,2024-11,False,Night,1,2
C1362,2023-11-27,17:02,Kansas City,Mckinney Union,39.0997,-94.5786,Drug Offense,1,1,Arrest Made,Medium,17,2,2023,11,Nov,Monday,0,2023-11,False,Evening,1,2
C1363,2024-12-08,15:23,San Antonio,Andres Fall,29.4241,-98.4936,Drug Offense,1,0,No Arrest,Medium,15,23,2024,12,Dec,Sunday,6,2024-12,True,Afternoon,0,2
C1364,2023-10-09,23:29,Houston,Anderson Views,29.7604,-95.3698,Fraud,1,2,Arrest Made,Medium,23,29,2023,10,Oct,Monday,0,2023-10,False,Night,1,2
C1365,2025-01-13,15:17,Oklahoma City,Sarah Stravenue,35.4676,-97.5164,Burglary,1,2,Arrest Made,Medium,15,17,2025,1,Jan,Monday,0,2025-01,False,Afternoon,1,2
C1366,2023-07-13,20:00,Houston,Jason Corners,29.7604,-95.3698,Fraud,1,2,Arrest Made,Medium,20,0,2023,7,Jul,Thursday,3,2023-07,False,Evening,1,2
C1367,2025-02-27,15:02,Houston,Hansen Ferry,29.7604,-95.3698,Theft,1,2,Arrest Made,Low,15,2,2025,2,Feb,Thursday,3,2025-02,False,Afternoon,1,1
C1368,2023-07-16,08:28,Little Rock,Dunlap Spring,34.7465,-92.2896,Homicide,1,1,Arrest Made,High,8,28,2023,7,Jul,Sunday,6,2023-07,True,Morning,1,3
C1369,2025-04-21,04:46,Austin,Reeves Mountains,30.2672,-97.7431,Drug Offense,1,0,No Arrest,Medium,4,46,2025,4,Apr,Monday,0,2025-04,False,Night,0,2
C1370,2025-02-08,10:30,Kansas City,Michael Fords,39.0997,-94.5786,Assault,1,1,Arrest Made,Medium,10,30,2025,2,Feb,Saturday,5,2025-02,True,Morning,1,2
C1371,2024-09-11,05:24,Little Rock,Schwartz Forks,34.7465,-92.2896,Assault,1,0,No Arrest,Medium,5,24,2024,9,Sep,Wednesday,2,2024-09,False,Morning,0,2
C1372,2024-12-29,16:53,Tulsa,King Loaf,36.15398,-95.99277,Homicide,1,1,Arrest Made,High,16,53,2024,12,Dec,Sunday,6,2024-12,True,Afternoon,1,3
C1373,2023-11-11,13:18,San Antonio,Randy Route,29.4241,-98.4936,Fraud,1,1,Arrest Made,Medium,13,18,2023,11,Nov,Saturday,5,2023-11,True,Afternoon,1,2
C1374,2024-10-13,07:04,Houston,Austin Stream,29.7604,-95.3698,Assault,1,1,Arrest Made,Medium,7,4,2024,10,Oct,Sunday,6,2024-10,True,Morning,1,2
C1375,2024-09-17,12:42,Kansas City,Bush Coves,39.0997,-94.5786,Burglary,1,1,Arrest Made,Medium,12,42,2024,9,Sep,Tuesday,1,2024-09,False,Afternoon,1,2
C1376,2024-12-22,09:40,Austin,Jonathan Extension,30.2672,-97.7431,Robbery,1,2,Arrest Made,High,9,40,2024,12,Dec,Sunday,6,2024-12,True,Morning,1,3
C1377,2024-10-04,14:57,Dallas,Amanda Flats,32.7767,-96.797,Fraud,1,0,No Arrest,Medium,14,57,2024,10,Oct,Friday,4,2024-10,False,Afternoon,0,2
C1378,2025-01-15,23:32,Houston,Melissa Centers,29.7604,-95.3698,Vandalism,1,1,Arrest Made,Low,23,32,2025,1,Jan,Wednesday,2,2025-01,False,Night,1,1
C1379,2025-03-03,10:58,Little Rock,Susan Road,34.7465,-92.2896,Robbery,1,1,Arrest Made,High,10,58,2025,3,Mar,Monday,0,2025-03,False,Morning,1,3
C1380,2023-07-30,22:24,San Antonio,Seth Loop,29.4241,-98.4936,Vandalism,1,1,Arrest Made,Low,22,24,2023,7,Jul,Sunday,6,2023-07,True,Night,1,1
C1381,2023-12-12,16:19,Little Rock,Miller Glen,34.7465,-92.2896,Fraud,1,1,Arrest Made,Medium,16,19,2023,12,Dec,Tuesday,1,2023-12,False,Afternoon,1,2
C1382,2023-09-19,13:48,Little Rock,Jacob Station,34.7465,-92.2896,Assault,1,1,Arrest Made,Medium,13,48,2023,9,Sep,Tuesday,1,2023-09,False,Afternoon,1,2
C1383,2025-02-17,21:39,Oklahoma City,Oscar Crossing,35.4676,-97.5164,Robbery,1,2,Arrest Made,High,21,39,2025,2,Feb,Monday,0,2025-02,False,Night,1,3
C1384,2023-07-01,17:34,Oklahoma City,Krueger Loop,35.4676,-97.5164,Vandalism,1,0,No Arrest,Low,17,34,2023,7,Jul,Saturday,5,2023-07,True,Evening,0,1
C1385,2024-03-04,05:54,Little Rock,Travis Valleys,34.7465,-92.2896,Theft,1,1,Arrest Made,Low,5,54,2024,3,Mar,Monday,0,2024-03,False,Morning,1,1
C1386,2025-01-19,00:37,San Antonio,Williams Spurs,29.4241,-98.4936,Theft,1,1,Arrest Made,Low,0,37,2025,1,Jan,Sunday,6,2025-01,True,Night,1,1
C1387,2025-01-20,20:59,Tulsa,Maria Courts,36.15398,-95.99277,Assault,1,1,Arrest Made,Medium,20,59,2025,1,Jan,Monday,0,2025-01,False,Evening,1,2
C1388,2024-08-21,01:33,Tulsa,Jay Knolls,36.15398,-95.99277,Drug Offense,1,1,Arrest Made,Medium,1,33,2024,8,Aug,Wednesday,2,2024-08,False,Night,1,2
C1389,2024-10-24,05:25,Oklahoma City,Denise Brook,35.4676,-97.5164,Drug Offense,1,1,Arrest Made,Medium,5,25,2024,10,Oct,Thursday,3,2024-10,False,Morning,1,2
C1390,2025-02-19,14:33,Austin,Matthew Inlet,30.2672,-97.7431,Vandalism,1,1,Arrest Made,Low,14,33,2025,2,Feb,Wednesday,2,2025-02,False,Afternoon,1,1
C1391,2025-03-14,12:22,Oklahoma City,Sarah Ferry,35.4676,-97.5164,Vandalism,1,0,No Arrest,Low,12,22,2025,3,Mar,Friday,4,2025-03,False,Afternoon,0,1
C1392,2024-07-18,01:05,Austin,Ward Unions,30.2672,-97.7431,Robbery,1,1,Arrest Made,High,1,5,2024,7,Jul,Thursday,3,2024-07,False,Night,1,3
C1393,2024-12-17,15:37,Kansas City,Clark Key,39.0997,-94.5786,Drug Offense,1,0,No Arrest,Medium,15,37,2024,12,Dec,Tuesday,1,2024-12,False,Afternoon,0,2
C1394,2023-12-25,12:53,Dallas,Grimes Meadow,32.7767,-96.797,Robbery,1,1,Arrest Made,High,12,53,2023,12,Dec,Monday,0,2023-12,False,Afternoon,1,3
C1395,2023-11-06,03:06,Austin,Taylor Hollow,30.2672,-97.7431,Drug Offense,1,0,No Arrest,Medium,3,6,2023,11,Nov,Monday,0,2023-11,False,Night,0,2
C1396,2025-04-28,23:03,Little Rock,Matthew Course,34.7465,-92.2896,Burglary,1,1,Arrest Made,Medium,23,3,2025,4,Apr,Monday,0,2025-04,False,Night,1,2
C1397,2024-09-29,10:27,Kansas City,Phillip Throughway,39.0997,-94.5786,Vandalism,1,0,No Arrest,Low,10,27,2024,9,Sep,Sunday,6,2024-09,True,Morning,0,1
C1398,2024-11-01,11:03,Tulsa,Raymond Motorway,36.15398,-95.99277,Robbery,1,1,Arrest Made,High,11,3,2024,11,Nov,Friday,4,2024-11,False,Morning,1,3
C1399,2025-01-03,15:39,San Antonio,Hayes Mount,29.4241,-98.4936,Vandalism,1,2,Arrest Made,Low,15,39,2025,1,Jan,Friday,4,2025-01,False,Afternoon,1,1
C1400,2023-09-25,08:02,Kansas City,Cheryl Lodge,39.0997,-94.5786,Vandalism,1,0,No Arrest,Low,8,2,2023,9,Sep,Monday,0,2023-09,False,Morning,0,1
C1401,2025-03-21,08:11,Dallas,Wesley Estate,32.7767,-96.797,Vandalism,1,2,Arrest Made,Low,8,11,2025,3,Mar,Friday,4,2025-03,False,Morning,1,1
C1402,2024-03-23,06:24,Kansas City,Julia Extension,39.0997,-94.5786,Drug Offense,1,1,Arrest Made,Medium,6,24,2024,3,Mar,Saturday,5,2024-03,True,Morning,1,2
C1403,2025-04-21,10:08,Tulsa,Robert Field,36.15398,-95.99277,Vandalism,1,2,Arrest Made,Low,10,8,2025,4,Apr,Monday,0,2025-04,False,Morning,1,1
C1404,2023-07-31,06:37,Little Rock,Catherine Crossroad,34.7465,-92.2896,Robbery,1,2,Arrest Made,High,6,37,2023,7,Jul,Monday,0,2023-07,False,Morning,1,3
C1405,2023-12-17,07:54,Oklahoma City,Nunez Key,35.4676,-97.5164,Homicide,1,1,Arrest Made,High,7,54,2023,12,Dec,Sunday,6,2023-12,True,Morning,1,3
C1406,2023-08-23,02:13,Oklahoma City,Stephanie Expressway,35.4676,-97.5164,Homicide,1,1,Arrest Made,High,2,13,2023,8,Aug,Wednesday,2,2023-08,False,Night,1,3
C1407,2023-07-20,03:45,Tulsa,Lawson Valleys,36.15398,-95.99277,Vandalism,1,2,Arrest Made,Low,3,45,2023,7,Jul,Thursday,3,2023-07,False,Night,1,1
C1408,2024-09-14,02:40,Tulsa,Thomas Forge,36.15398,-95.99277,Burglary,1,0,No Arrest,Medium,2,40,2024,9,Sep,Saturday,5,2024-09,True,Night,0,2
C1409,2024-04-25,21:36,Little Rock,Richardson Views,34.7465,-92.2896,Fraud,1,2,Arrest Made,Medium,21,36,2024,4,Apr,Thursday,3,2024-04,False,Night,1,2
C1410,2023-12-28,07:59,Dallas,Gutierrez Spurs,32.7767,-96.797,Homicide,1,1,Arrest Made,High,7,59,2023,12,Dec,Thursday,3,2023-12,False,Morning,1,3
C1411,2024-05-28,15:08,Houston,Hayes Orchard,29.7604,-95.3698,Assault,1,2,Arrest Made,Medium,15,8,2024,5,May,Tuesday,1,2024-05,False,Afternoon,1,2
C1412,2023-12-04,12:52,Austin,John Trace,30.2672,-97.7431,Theft,1,2,Arrest Made,Low,12,52,2023,12,Dec,Monday,0,2023-12,False,Afternoon,1,1
C1413,2025-05-13,14:45,Kansas City,Payne Islands,39.0997,-94.5786,Burglary,1,0,No Arrest,Medium,14,45,2025,5,May,Tuesday,1,2025-05,False,Afternoon,0,2
C1414,2023-07-21,20:12,Austin,Powell Burg,30.2672,-97.7431,Vandalism,1,1,Arrest Made,Low,20,12,2023,7,Jul,Friday,4,2023-07,False,Evening,1,1
C1415,2024-09-25,15:18,Tulsa,Mercer Stream,36.15398,-95.99277,Burglary,1,1,Arrest Made,Medium,15,18,2024,9,Sep,Wednesday,2,2024-09,False,Afternoon,1,2
C1416,2025-01-09,00:06,Little Rock,Lori Way,34.7465,-92.2896,Vandalism,1,2,Arrest Made,Low,0,6,2025,1,Jan,Thursday,3,2025-01,False,Night,1,1
C1417,2023-06-16,07:17,Houston,Adam Branch,29.7604,-95.3698,Theft,1,1,Arrest Made,Low,7,17,2023,6,Jun,Friday,4,2023-06,False,Morning,1,1
C1418,2025-04-17,07:33,Austin,Morris Rest,30.2672,-97.7431,Vandalism,1,1,Arrest Made,Low,7,33,2025,4,Apr,Thursday,3,2025-04,False,Morning,1,1
C1419,2024-08-20,06:33,San Antonio,Ruiz Plains,29.4241,-98.4936,Homicide,1,1,Arrest Made,High,6,33,2024,8,Aug,Tuesday,1,2024-08,False,Morning,1,3
C1420,2024-09-04,08:30,Dallas,Russell Turnpike,32.7767,-96.797,Vandalism,1,1,Arrest Made,Low,8,30,2024,9,Sep,Wednesday,2,2024-09,False,Morning,1,1
C1421,2023-06-22,13:03,Dallas,Gina Field,32.7767,-96.797,Assault,1,2,Arrest Made,Medium,13,3,2023,6,Jun,Thursday,3,2023-06,False,Afternoon,1,2
C1422,2025-05-06,22:29,Kansas City,Nancy Glens,39.0997,-94.5786,Homicide,1,1,Arrest Made,High,22,29,2025,5,May,Tuesday,1,2025-05,False,Night,1,3
C1423,2023-08-11,07:49,Houston,Smith Square,29.7604,-95.3698,Burglary,1,2,Arrest Made,Medium,7,49,2023,8,Aug,Friday,4,2023-08,False,Morning,1,2
C1424,2025-04-21,16:59,Kansas City,Daniel Green,39.0997,-94.5786,Burglary,1,2,Arrest Made,Medium,16,59,2025,4,Apr,Monday,0,2025-04,False,Afternoon,1,2
C1425,2023-10-04,11:50,San Antonio,Richard Wells,29.4241,-98.4936,Drug Offense,1,1,Arrest Made,Medium,11,50,2023,10,Oct,Wednesday,2,2023-10,False,Morning,1,2
C1426,2025-05-07,14:48,Austin,Holly Forges,30.2672,-97.7431,Robbery,1,0,No Arrest,High,14,48,2025,5,May,Wednesday,2,2025-05,False,Afternoon,0,3
C1427,2024-07-22,01:09,Oklahoma City,Baker Spurs,35.4676,-97.5164,Homicide,1,1,Arrest Made,High,1,9,2024,7,Jul,Monday,0,2024-07,False,Night,1,3
C1428,2024-11-24,05:50,Dallas,Williams Rapids,32.7767,-96.797,Vandalism,1,1,Arrest Made,Low,5,50,2024,11,Nov,Sunday,6,2024-11,True,Morning,1,1
C1429,2025-01-12,10:52,Little Rock,James Islands,34.7465,-92.2896,Robbery,1,0,No Arrest,High,10,52,2025,1,Jan,Sunday,6,2025-01,True,Morning,0,3
C1430,2024-06-17,21:38,Austin,Larry Club,30.2672,-97.7431,Homicide,1,1,Arrest Made,High,21,38,2024,6,Jun,Monday,0,2024-06,False,Night,1,3
C1431,2024-10-12,02:59,Austin,Henry Lodge,30.2672,-97.7431,Drug Offense,1,1,Arrest Made,Medium,2,59,2024,10,Oct,Saturday,5,2024-10,True,Night,1,2
C1432,2023-12-23,23:20,San Antonio,Fred Trace,29.4241,-98.4936,Drug Offense,1,0,No Arrest,Medium,23,20,2023,12,Dec,Saturday,5,2023-12,True,Night,0,2
C1433,2024-05-20,05:10,Dallas,Shannon Locks,32.7767,-96.797,Burglary,1,1,Arrest Made,Medium,5,10,2024,5,May,Monday,0,2024-05,False,Morning,1,2
C1434,2024-01-10,01:15,Tulsa,Lopez Coves,36.15398,-95.99277,Drug Offense,1,0,No Arrest,Medium,1,15,2024,1,Jan,Wednesday,2,2024-01,False,Night,0,2
C1435,2023-09-11,11:14,San Antonio,Erica Valleys,29.4241,-98.4936,Vandalism,1,0,No Arrest,Low,11,14,2023,9,Sep,Monday,0,2023-09,False,Morning,0,1
C1436,2024-06-26,02:29,Austin,Clark Plaza,30.2672,-97.7431,Homicide,1,1,Arrest Made,High,2,29,2024,6,Jun,Wednesday,2,2024-06,False,Night,1,3
C1437,2024-12-03,09:32,Dallas,Coleman Falls,32.7767,-96.797,Robbery,1,0,No Arrest,High,9,32,2024,12,Dec,Tuesday,1,2024-12,False,Morning,0,3
C1438,2024-04-07,05:15,Little Rock,Kyle Ports,34.7465,-92.2896,Assault,1,1,Arrest Made,Medium,5,15,2024,4,Apr,Sunday,6,2024-04,True,Morning,1,2
C1439,2025-03-18,10:07,Little Rock,Perez Key,34.7465,-92.2896,Fraud,1,0,No Arrest,Medium,10,7,2025,3,Mar,Tuesday,1,2025-03,False,Morning,0,2
C1440,2024-04-13,00:35,Dallas,Emily Avenue,32.7767,-96.797,Theft,1,1,Arrest Made,Low,0,35,2024,4,Apr,Saturday,5,2024-04,True,Night,1,1
C1441,2024-09-28,16:09,San Antonio,Sydney Ranch,29.4241,-98.4936,Theft,1,2,Arrest Made,Low,16,9,2024,9,Sep,Saturday,5,2024-09,True,Afternoon,1,1
C1442,2024-04-18,00:48,Little Rock,Gomez Burg,34.7465,-92.2896,Homicide,1,1,Arrest Made,High,0,48,2024,4,Apr,Thursday,3,2024-04,False,Night,1,3
C1443,2025-02-11,07:50,Houston,Ramos Key,29.7604,-95.3698,Fraud,1,0,No Arrest,Medium,7,50,2025,2,Feb,Tuesday,1,2025-02,False,Morning,0,2
